userName,score,at,content
Pengguna Google,5,2025-04-18 01:15:03,game tida support semua Hp. black screen
Pengguna Google,1,2025-04-18 01:14:41,gw.s burik main gem klw asa ya.g tlpn gak keliatan babi inigems buruk.
Pengguna Google,5,2025-04-18 01:14:28,para player old
Pengguna Google,5,2025-04-18 01:13:59,bagus
Pengguna Google,4,2025-04-18 01:13:20,bagus bgt
Pengguna Google,5,2025-04-18 01:12:23,game bagus
Pengguna Google,5,2025-04-18 01:11:58,seru
Pengguna Google,5,2025-04-18 01:10:48,game nya bagus
Pengguna Google,5,2025-04-18 01:10:13,bagus ff😛
Pengguna Google,1,2025-04-18 01:10:10,8bit
Pengguna Google,5,2025-04-18 01:09:55,nah gini kan enak go eror lagi ff nya
Pengguna Google,4,2025-04-18 01:09:17,bagus banget tapi sayang banyak player yang berkata kasar
Pengguna Google,5,2025-04-18 01:08:57,game nya seru dan bisa buat trend sma cari teman baru di lobby
Pengguna Google,5,2025-04-18 01:08:10,jangan pelit pelit ya dengan booyah
Pengguna Google,5,2025-04-18 01:08:09,keren game ini seru
Pengguna Google,5,2025-04-18 01:06:54,sangat bagus
Pengguna Google,5,2025-04-18 01:05:55,bagus
Pengguna Google,5,2025-04-18 01:05:48,suka main FF
Pengguna Google,3,2025-04-18 01:04:43,akun ff gw ilang anjr
Pengguna Google,4,2025-04-18 01:04:16,"sangat bangus saat lagi bosen ,tapi suka ngelek"""
Pengguna Google,5,2025-04-18 01:03:19,meskipun burik tapi asikkkk😫😫 makasihh garenaa
Pengguna Google,5,2025-04-18 01:03:02,boleh
Pengguna Google,5,2025-04-18 01:01:08,"dulu aku main ml tapi sekarang aku sudah pensi karena di Kasihh drak sistem, lalu aku pindah ke game ff ternyata seru dan aku suka game ini"
Pengguna Google,5,2025-04-18 01:00:25,gua suka banget game ini
Pengguna Google,2,2025-04-18 00:56:31,tolong please aku udah abis hampir 4000 dm tapi gak dapat sg gurun pasir ini pemerasan inj
Pengguna Google,5,2025-04-18 00:55:15,gem nya bagus banget.
Pengguna Google,5,2025-04-18 00:53:54,karena ini ada pesawat perang
Pengguna Google,5,2025-04-18 00:52:30,free fire ini sangat menyenangkan
Pengguna Google,1,2025-04-18 00:52:13,GARENA GW GK DIHOKIIN HABIS 3000 DM GK DAPAT APA2
Pengguna Google,5,2025-04-18 00:48:14,suka sekali
Pengguna Google,5,2025-04-18 00:47:32,Aku suka bngt
Pengguna Google,5,2025-04-18 00:46:54,FF sangat bagus tetapi jangan lagi garena mengeluarkan bandel OLD lagi bang
Pengguna Google,5,2025-04-18 00:45:55,game nya bagus namun ada sedikit bug dan game ini tidak ada pintu nya 🗿
Pengguna Google,5,2025-04-18 00:45:29,bagus
Pengguna Google,5,2025-04-18 00:44:13,game ini sangat❤️ bagus
Pengguna Google,1,2025-04-18 00:43:37,kenapa kalau ada musuh suka 999 terus aku cape turun naek seharuh nya dibberin lagi oke uhhhh
Pengguna Google,5,2025-04-18 00:41:53,"seruuuuuu kita bisa tauran, jangan lupa emot batu 🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿😅😅😅😅"
Pengguna Google,5,2025-04-18 00:41:45,aku cinta ff
Pengguna Google,5,2025-04-18 00:38:52,min balikin akun ku
Pengguna Google,5,2025-04-18 00:38:36,tolong dong padahal wifi di rumah gak ngelag dan bagus tapi pas main Game ini langsung ngelag bwanget
Pengguna Google,5,2025-04-18 00:37:40,Gem nya bagus tapi tolong karakter nya di banyak kin dan skill nya yang berguna
Pengguna Google,5,2025-04-18 00:37:02,game ini sangat seru dan saya mendapatkan item topi jerami dengan gratis 🤔🤔 kata taman² saya topi jerami langka emang iya??
Pengguna Google,5,2025-04-18 00:37:01,Game nya sangat seru bisa mabar sama teman
Pengguna Google,5,2025-04-18 00:36:30,bagus banget game nya
Pengguna Google,5,2025-04-18 00:36:12,"game nya bagus banget,udh aku mainin dari 2019,tapi hp ku sekarang gak kuat,sudah patah patah,kalo boleh aku minta hp dong Garena 😁 biar bisa main ff terus lancar 😊"
Pengguna Google,1,2025-04-18 00:35:21,tidak bisa mulai dari awal
Pengguna Google,5,2025-04-18 00:34:12,Lumayan bagus waktu gw bilang jelek ternyata ada juga kebagusan nya tapi percepat kalau downlotan nya lama cuy jadi gw minta maaf karna ngebilangin nih game gw minta maaf jadi itu aja percepat downlotan nya lama sekali gilaaaa oke itu aja trimakasihhh
Pengguna Google,5,2025-04-18 00:33:01,mantap
Pengguna Google,1,2025-04-18 00:33:00,gamenya sangat buruk karena tidak ada pintunya
Pengguna Google,5,2025-04-18 00:32:29,sangat senang punya game ini
Pengguna Google,5,2025-04-18 00:32:26,gim ini sangat bagus
Pengguna Google,5,2025-04-18 00:31:58,Freefire enak banget dipainin
Pengguna Google,5,2025-04-18 00:31:14,Gampang nya
Pengguna Google,5,2025-04-18 00:31:12,game ini sangat bagus dan seru
Pengguna Google,5,2025-04-18 00:27:51,sangat baguss
Pengguna Google,5,2025-04-18 00:27:50,Seru main ni game tapi suka kagak hoki
Pengguna Google,2,2025-04-18 00:25:51,"tolong Mimin Garena perbaiki bug damage,karena heran pas main udah kasih lebih dari 200 damage tetap gak mati lawannya ,tolong diperbaiki.🙏"
Pengguna Google,5,2025-04-18 00:25:47,. Enak banget FF
Pengguna Google,5,2025-04-18 00:25:37,bagus tapi aku mau boya terussssssss
Pengguna Google,1,2025-04-18 00:24:18,beli special airdrop pake qris malah gamasuk diamond sama emote nya.sedangkan duit malah udah kesedot.udah ke laporan garena malah gaada respon sedikit pun.garena dari jaman game pc gaada yg waras apa.udah seneng seneng ada ajah rusaknya
Pengguna Google,5,2025-04-18 00:21:14,tolong kasih offline
Pengguna Google,5,2025-04-18 00:19:42,bgs sih tapi
Pengguna Google,5,2025-04-18 00:18:25,aku main 2018-2025 game nya tetep bagus min
Pengguna Google,5,2025-04-18 00:18:01,bagus
Pengguna Google,5,2025-04-18 00:17:33,seru
Pengguna Google,5,2025-04-18 00:17:16,mantap
Pengguna Google,5,2025-04-18 00:15:20,Gempa ini seru sekali beri bintang lima😎
Pengguna Google,5,2025-04-18 00:14:26,baguss banget
Pengguna Google,5,2025-04-18 00:13:51,keren
Pengguna Google,5,2025-04-18 00:13:38,sangat bagus
Pengguna Google,3,2025-04-18 00:13:00,seru
Pengguna Google,5,2025-04-18 00:12:46,game nya bagus tapi lebih bagus nya lagi kalau ada peak lama
Pengguna Google,1,2025-04-18 00:12:37,"banyak bug demeg apalagi pas make bareta sama awm,,trus kalau make SG2 jarak dekat aim nya suka ke atas"
Pengguna Google,1,2025-04-18 00:12:07,"game nya sudah bagus tapi,keseringan bak damage, jaringan nya juga kenapa jelek terus padahal Wifi-nya bagus"
Pengguna Google,5,2025-04-18 00:12:04,seru sekali permainan ini ya
Pengguna Google,5,2025-04-18 00:12:03,fffffffffftf bagus banget wel kkkkkkkkkjjdah hl la Hhhh ya gan ya gan ya
Pengguna Google,5,2025-04-18 00:11:25,bagus
Pengguna Google,1,2025-04-18 00:07:31,"Game matchmaking goblog, Rank CS masih silver ketemu Rank Diamond, tolol."
Pengguna Google,5,2025-04-18 00:07:15,"seriuss , ngabizin duitttt ajahhhh , game ga jelasss , top up diamon brp aja hbz buat senjata gurun pasir , gilaa sihh ,,"
Pengguna Google,1,2025-04-18 00:05:24,setiap main cs kalah Mulu pemainnya pro pro padahal aku baru heroikc bintang 12 di season kemaren aja heroikc bintang 12 masih playernya GK jago jago amat
Pengguna Google,5,2025-04-18 00:04:28,dari aplikasi ini saya bisa mengetahui bagaimana mana cara orang berperang dan di aplikasi ini juga dapat mengetahui suatu hal-hal lain yang bisa dimengerti dari aplikasi nya sangat seru untuk dicoba
Pengguna Google,5,2025-04-18 00:04:27,aku suka bang na
Pengguna Google,4,2025-04-18 00:04:25,bagus sekali
Pengguna Google,5,2025-04-18 00:03:42,mantap banget ajg game nya🗿
Pengguna Google,1,2025-04-18 00:03:30,game palibg aneh fi dunia bug demeg masih banyak elit pass jadi boyah pass kulgar di pecat gara gara hal spele
Pengguna Google,1,2025-04-18 00:02:53,Garena tolong ya gw ga bisa masuk terus ke gamenya padahal jaringan bagus apalagi suka dikurangi skornya kan salah Garena lawak
Pengguna Google,2,2025-04-18 00:00:51,minimal spinan ga haram cok abis ribuan dm jirr
Pengguna Google,5,2025-04-18 00:00:36,ff ini bagus bangett
Pengguna Google,5,2025-04-17 23:59:44,grafik nya bagus makin bagus sekarang ¹ tapi sering bug ngeleg tapi saya kasih bintang 5 saja
Pengguna Google,1,2025-04-17 23:56:11,geme ini burik nggak ada pintu mati nya jadi kotak
Pengguna Google,4,2025-04-17 23:55:37,game nya keren klo bisa kasih akun dong garena soalnya akun gw ilang hehe
Pengguna Google,3,2025-04-17 23:55:32,min tolong benerin dong kok berat banget game ff nya tolong ya min garena ringan ni game nya kalo udh bagus aku kasih bintang 5
Pengguna Google,5,2025-04-17 23:54:27,seru
Pengguna Google,4,2025-04-17 23:53:33,please kembalikan cs elite soalnya kami para fans sg2 biar ga bosen please kembalikan cs elite yah Garena
Pengguna Google,5,2025-04-17 23:52:56,saya sangat senang bermain game ini karna gamenya seru
Pengguna Google,5,2025-04-17 23:52:19,LUMAYAN SERU
Pengguna Google,5,2025-04-17 23:48:30,game ini sangat seru dan game yang pertama kali saya main jujur game ini sangat bagus sangat keren dan yang bilang ff ga ada pintu siapa ada di Arsenal bisa di buka lagi keren abis
Pengguna Google,5,2025-04-17 23:46:52,bagus👍👍👍👍👍👍👍
Pengguna Google,5,2025-04-17 23:46:51,"bagus bgt semoga garena keluarin anime one piece, plisssss"
Pengguna Google,5,2025-04-17 23:46:44,aku suka bangettt 😘😘😘😘
Pengguna Google,5,2025-04-17 23:45:46,bagus game nya
Pengguna Google,5,2025-04-17 23:43:41,"game nya sangat bagus, saya pengen dapat diamond gratis"
Pengguna Google,5,2025-04-17 23:41:39,Player old combeck
Pengguna Google,5,2025-04-17 23:41:10,sela lu di hati
Pengguna Google,5,2025-04-17 23:40:18,Minn tolong klo update terbaru MB nya di kurangin biar player hp Kentang juga bisa main
Pengguna Google,5,2025-04-17 23:40:13,"Game nya sangat bagus,,"
Pengguna Google,1,2025-04-17 23:38:46,Garena pelit masa lucky weel di turunin terus bukan di naikin napa
Pengguna Google,5,2025-04-17 23:38:15,saya sangat suka bermain free fire makannya saya kasih reting bintang 5🙏🙏
Pengguna Google,5,2025-04-17 23:38:04,sangat menyenangkan 💕😍
Pengguna Google,5,2025-04-17 23:36:46,Garena tolong di Ada in sg OPM ya tolong ya😭😭
Pengguna Google,5,2025-04-17 23:35:23,Geme nya bagud banget saya main dari 2018 juga ga gelek tapi ada satu ga hoki terus kalau spin hehehehe
Pengguna Google,5,2025-04-17 23:34:52,geme nya bagus
Pengguna Google,2,2025-04-17 23:32:45,membuat game yang susah dan dapat menghabis kan uang untuk top up plus parkour nya susah biki emosi
Pengguna Google,5,2025-04-17 23:31:08,game nya asik banget
Pengguna Google,5,2025-04-17 23:30:52,sangat menyenangkan
Pengguna Google,5,2025-04-17 23:30:05,Game idaman kalo gabut😎
Pengguna Google,5,2025-04-17 23:24:48,burik
Pengguna Google,5,2025-04-17 23:24:05,Bagus
Pengguna Google,1,2025-04-17 23:24:02,aku suka mainya seru
Pengguna Google,5,2025-04-17 23:23:27,aku cinta ff se lama lama nya
Pengguna Google,5,2025-04-17 23:22:55,game ff seru bener dari pada game ml burik
Pengguna Google,5,2025-04-17 23:19:27,bagus
Pengguna Google,5,2025-04-17 23:16:46,saya suka ff
Pengguna Google,5,2025-04-17 23:16:01,"seruuu bangett pliss,tapi rada ngeselin musuhnya hehehe"
Pengguna Google,5,2025-04-17 23:15:52,Alhamdulillaah
Pengguna Google,5,2025-04-17 23:15:44,gem ya bagus
Pengguna Google,1,2025-04-17 23:14:48,burik
Pengguna Google,5,2025-04-17 23:14:13,game keren
Pengguna Google,5,2025-04-17 23:13:10,ayo kembangin ff menjadi lebih op
Pengguna Google,5,2025-04-17 23:13:04,gemnya sangat mantap apalagi uapdet lagi
Pengguna Google,5,2025-04-17 23:11:44,game nya bikin candu and seru
Pengguna Google,5,2025-04-17 23:10:10,tolong lah perbaiki bug masa pas udh selesai main CS bug layar hitam semua tolong lah sangat kecewa saya 😞😞
Pengguna Google,4,2025-04-17 23:08:45,Free fire gampang hp menjadi lag
Pengguna Google,5,2025-04-17 23:08:16,Mantap bgt
Pengguna Google,5,2025-04-17 23:06:52,main nyah seru banget dan rame banget semoga akun aku dapet. sekian old
Pengguna Google,5,2025-04-17 23:06:02,semoga ke 1
Pengguna Google,5,2025-04-17 23:05:40,Game nya sangat enak dan bagus Ada Gak yang lebih bagus
Pengguna Google,1,2025-04-17 23:03:35,game tolol
Pengguna Google,5,2025-04-17 23:03:06,geme nya saya suka
Pengguna Google,5,2025-04-17 23:01:43,freefire seru kalian bisa mabar sama teman
Pengguna Google,5,2025-04-17 22:57:35,ff tolol tebisa di donlo
Pengguna Google,5,2025-04-17 22:57:08,game ini walaupun semakin susah tapi game ini seru
Pengguna Google,5,2025-04-17 22:54:50,ini game nggak ada gantinya
Pengguna Google,4,2025-04-17 22:52:54,sangat menenggangkan
Pengguna Google,1,2025-04-17 22:50:39,"jelek , suka terkeluar sndiri mana patah² lgi"
Pengguna Google,5,2025-04-17 22:47:06,Garena kenapa akun saya banet permanen Padahal saya tidak main pakai cit
Pengguna Google,2,2025-04-17 22:42:28,"untuk pihak garena yang tercinta tolong kembalikan ff yang kayak dulu lagi ditahun 2017 dan ff sekarang gak kay ak dulu lagi,dulu bocil ff baik baik terus kalau mabar sama global juga gak mandang skin,baju,dll.dan ff sekarang jarang ada orang yang baik baik kayak dulu semua pemain ff lama udah pensi semua dan ada sebagian yang masih main tapi kebanyakan yang pensi karena item item,baju,emote,senjata,dan bundle lama kenapa dikeluarin lagi trus kan jadinya gak langkah malah jadi pasaran."
Pengguna Google,5,2025-04-17 22:40:02,saya sangat suka bermain ff
Pengguna Google,5,2025-04-17 22:30:56,game nya keren
Pengguna Google,3,2025-04-17 22:29:42,burrrrrrrrik bang suka lag patah path ga jelas padahal ram 6
Pengguna Google,1,2025-04-17 22:26:18,gem yah buruk di kenemuin sama musuh yang jago tapi tim yah begi jangan di main nin
Pengguna Google,5,2025-04-17 22:25:08,Bagus sekali game sport terbaik ini mah👍🙏
Pengguna Google,5,2025-04-17 22:24:10,ff sangat bagus
Pengguna Google,1,2025-04-17 22:23:25,gem ini sangat buruk 😈😈😈😈😈😈
Pengguna Google,5,2025-04-17 22:19:58,aku cinta free fire
Pengguna Google,5,2025-04-17 22:16:49,Grafik nya udah gak burik
Pengguna Google,5,2025-04-17 22:12:07,sangat bagus
Pengguna Google,5,2025-04-17 22:07:53,sangat bagus
Pengguna Google,1,2025-04-17 22:07:41,"min kok sy pake hp Oppo a31 engga bisa ya,blackcrin"
Pengguna Google,5,2025-04-17 22:05:34,"Salah satu game battle royale yang rame si Indonesia. Game free fire dari segi gameplay dan tampilan sudah bagus dan mudah dipahami berbagai kalangan. Namun, Di sistem anti-cheat seperti harus lebih sering diperbaiki/di-update karena masih banyak cheater yang berkeliaran dengan bebas tanpa ada sanksinya. jika cheater masih berkeliaran gameplay game free fire tidak seimbang. saya pernah bertemu cheater 3 kali di CS-Ranked, di 3 game itu saya kalah telak. mohon diperbaiki sistemnya"
Pengguna Google,5,2025-04-17 22:01:02,gamenya seru
Pengguna Google,5,2025-04-17 21:53:24,mqantap
Pengguna Google,5,2025-04-17 21:46:39,ok
Pengguna Google,5,2025-04-17 21:43:40,game nya sangat keren
Pengguna Google,1,2025-04-17 21:43:38,sistem gacha rusak
Pengguna Google,5,2025-04-17 21:39:58,bagusss
Pengguna Google,5,2025-04-17 21:28:32,gg bgt seru bgt
Pengguna Google,5,2025-04-17 21:08:21,Gem ini sangat bagus kasi saya sekin sg yang bagus
Pengguna Google,5,2025-04-17 21:00:12,hebat
Pengguna Google,1,2025-04-17 20:59:05,"ini buat tim Garena, tolong citer nya di hapusin, dan juga bugnya tolong di benerin yah!"
Pengguna Google,5,2025-04-17 20:54:17,mantapo
Pengguna Google,5,2025-04-17 20:36:03,kereen
Pengguna Google,5,2025-04-17 20:21:21,sangat menyenangkan
Pengguna Google,5,2025-04-17 20:08:54,seru bet
Pengguna Google,5,2025-04-17 19:55:41,Sangatta seru
Pengguna Google,1,2025-04-17 19:55:13,apa maksudnya ini game ngebug mulu
Pengguna Google,5,2025-04-17 19:42:01,good
Pengguna Google,1,2025-04-17 19:40:38,game burik
Pengguna Google,1,2025-04-17 19:25:09,garena kikir garena pelit masak saya udh spin sg gurun hampir 2000 dm gdpt²
Pengguna Google,5,2025-04-17 19:24:44,menarik seperti nyata perang yang sesungguhnya
Pengguna Google,5,2025-04-17 19:24:43,seru asik tapi bikin emosi :D
Pengguna Google,4,2025-04-17 19:18:42,min ni kenapa setiap main selalu ada cheat min
Pengguna Google,3,2025-04-17 19:06:17,saya sangat kecewa dengan gaca setiap diamond melebihi 200 diakun tingkat kehokian menurun deras
Pengguna Google,5,2025-04-17 18:58:02,game sangat abagus
Pengguna Google,5,2025-04-17 18:46:55,mantap lah
Pengguna Google,1,2025-04-17 18:42:37,KONTOLLLLLLL
Pengguna Google,5,2025-04-17 18:41:55,oke
Pengguna Google,5,2025-04-17 18:41:18,sangat menyenangkan
Pengguna Google,3,2025-04-17 18:34:53,min tolong bn yang peke fel min di cs min gak logis min masa pake awm heksot min sama fel teleport
Pengguna Google,1,2025-04-17 18:27:12,"game nya bagus saya sudah main tapi kenapa akun saya ke bl ya min?,tolong dong min,yang cheat musuh tapi kok akun saya yang ke bl min?"
Pengguna Google,5,2025-04-17 18:26:13,mantap
Pengguna Google,5,2025-04-17 18:22:34,bagus gem ini
Pengguna Google,5,2025-04-17 18:18:05,mantap sekali gamenya
Pengguna Google,5,2025-04-17 18:14:50,nice game lucky
Pengguna Google,5,2025-04-17 18:09:15,nice
Pengguna Google,1,2025-04-17 18:06:16,"gamenya sudah cukup bagus, namun ketika saya spin sebuah event saya habiskan ribuan diamond saya tidak pernah dapat apapun dari situ, saya tidak tau itu bug atau emang pihak developer yg pelit memberi hadiah"
Pengguna Google,5,2025-04-17 18:04:09,game ini cukup bagus menurut saya dan seru ketika bermain
Pengguna Google,1,2025-04-17 17:59:21,burik
Pengguna Google,1,2025-04-17 17:58:07,"system spin nya gak adil, aku ngak dapat skin sg gurun pasir, semoga game ff jadi sepi, semoga game ini di band"
Pengguna Google,1,2025-04-17 17:58:01,"mas garena free fire Christy JKT48 oshi tolong jangan asal blacklist player. kaya saya sudah 2x terBLACKLIST dan alesannya??? oh gada yak,atau karna saya jago jadi anda iri?🙂‍↕️"
Pengguna Google,3,2025-04-17 17:45:04,gem udah bagus tapi banyak bag sama banyak bocil ngetroll
Pengguna Google,1,2025-04-17 17:43:31,kalo nyiptain meta yang bener lah Garena
Pengguna Google,1,2025-04-17 17:38:19,"game apa sih masa gak bisa main rank, udah di ajuin tapi gak di proses gam kocak"
Pengguna Google,5,2025-04-17 17:36:59,game nya serubanget tapi jadi beginilah
Pengguna Google,5,2025-04-17 17:30:03,ok
Pengguna Google,5,2025-04-17 17:29:43,seru main ff
Pengguna Google,5,2025-04-17 17:28:24,bGus
Pengguna Google,5,2025-04-17 17:25:40,game nya bagus tapi kenapa selalu bug
Pengguna Google,1,2025-04-17 17:17:59,Game ini tidak seru
Pengguna Google,5,2025-04-17 17:10:42,"main pripayer salam buyah,main pripayer salam buyah"
Pengguna Google,2,2025-04-17 17:07:06,"tidak asik game kaku ,gak kayak dulu t4111|<"
Pengguna Google,5,2025-04-17 17:04:27,game ny bagus bet walaupun rada burik
Pengguna Google,5,2025-04-17 17:00:59,saya sangat menyukai game free fire
Pengguna Google,1,2025-04-17 17:00:54,Garena bagai mana ini padahal hp saya ram 6 kok gak bisa di download ini
Pengguna Google,3,2025-04-17 16:59:51,👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼
Pengguna Google,4,2025-04-17 16:57:26,"tolong kasih sg terbaru ini Spil udah ngabisin duit 500rb tapi ngk dapat"""
Pengguna Google,5,2025-04-17 16:53:11,good game
Pengguna Google,5,2025-04-17 16:43:06,"sangat bagus dan menghibur banget pas lagi santai apa lagi ,pas lagi bt n galau"
Pengguna Google,5,2025-04-17 16:41:47,bagus co
Pengguna Google,5,2025-04-17 16:41:07,keren
Pengguna Google,5,2025-04-17 16:39:19,"assalamualaikum buat ni game plis dong jangan ngelek² jaringannya. pdhl WiFi saya bagus loh. oi ,min, perbaiki dong!!"
Pengguna Google,5,2025-04-17 16:36:45,game ini sangat bagus dan menyenang kan
Pengguna Google,5,2025-04-17 16:34:21,i am come back ff
Pengguna Google,5,2025-04-17 16:32:37,"halo Garena untuk game nya udah bagus tapi bonus top up tolong banyakin min biar ga rugi pas top up dan pas nge spin jarang hoki min tolong ya min hoki in ni akun ku dan lainnya udah bagus udah jarang lagi bug. oh, ya buat game ff biasa suara kendaraan nya HD in min dan jika ada event seperti myzone ini mohon efek nya jangan terlalu 2D harus nya 3D kapan lagi ff mirip game Garena lainnya. UBUR UBUR IKAN LELE, HOKI IN AKUN AKU NI GARENA LEEEE ""INGAT MIN HOKI IN AKUN KU"""
Pengguna Google,5,2025-04-17 16:32:36,bagus
Pengguna Google,5,2025-04-17 16:29:46,bagus banget 😍 pasti KLO bosen aku main ini dan yg bikin aku suka ada skin gratisan nyaa jadi gak perlu top up buat beli skin hehehe
Pengguna Google,4,2025-04-17 16:21:33,"sangat membatu sekali gem nya..,....,.....,....,..,,.,....,..,..,..,,,..,........,................................... dan cocok buat yang banyak pikiran"
Pengguna Google,3,2025-04-17 16:18:48,klo ngasih teman di clash squad yg bener dong . sering ketemu yg suka afk nje
Pengguna Google,5,2025-04-17 16:14:57,game favorit
Pengguna Google,1,2025-04-17 16:10:02,anjay 321 terimakasih
Pengguna Google,5,2025-04-17 15:57:05,bisa baiwonnnn
Pengguna Google,4,2025-04-17 15:56:43,gamenya seru tapi selalu 999+ jaringanya mohon diperbaiki
Pengguna Google,5,2025-04-17 15:52:52,game ini sangat seru dan menyenangkan
Pengguna Google,4,2025-04-17 15:51:55,gemnya sangat seru namun masih ada gak jaringan lancar tapi masih gak bisa masuk
Pengguna Google,1,2025-04-17 15:47:17,"game membosankan, pembagian tim juga tidak imbang. Game yang tidak ada inovasii dalam permainanya, barusan di munculkan cs elite dimode cs ranked, langsung di hapus, busukk. saran ajaa inovasi sedikit permainan/mode yang di sediakan."
Pengguna Google,1,2025-04-17 15:45:58,"game ga jelas, masak udah winstreak langsung dikasih squad dark sistem, sengaja bener dah mau nurunin rank."
Pengguna Google,5,2025-04-17 15:44:21,bagus
Pengguna Google,1,2025-04-17 15:42:05,"GAME APA INI, BANYAK BUG"
Pengguna Google,1,2025-04-17 15:40:52,hp kentang
Pengguna Google,1,2025-04-17 15:38:48,China² Game nya burik bgt real kata netizen
Pengguna Google,5,2025-04-17 15:36:20,bagus
Pengguna Google,5,2025-04-17 15:32:51,ummm
Pengguna Google,5,2025-04-17 15:32:49,"Sumpah gara"" permainan ini aku jadi bisa, dan juga seru banget awal nya aku bingung terus aku ketik"" ajah kok bisa"
Pengguna Google,2,2025-04-17 15:30:29,game error mlu
Pengguna Google,2,2025-04-17 15:29:58,dasar gem burik
Pengguna Google,1,2025-04-17 15:24:10,"tidak bisa ya perbaiki masalah jaringan,ini kita pakai WiFi loh"
Pengguna Google,5,2025-04-17 15:23:31,asik ini game
Pengguna Google,1,2025-04-17 15:23:05,game rusak pilih kasi
Pengguna Google,5,2025-04-17 15:21:08,Mantap banget Garena
Pengguna Google,5,2025-04-17 15:17:52,game bagusss
Pengguna Google,2,2025-04-17 15:17:24,gemnya bagus tapi ya kasih temen tim tuh yang sebaya lah masak di ksi tim bo bot semua itu niatnya mau nurunin bintang atau gimana si buat emosi doang untung aja gak pas bulan puasa
Pengguna Google,5,2025-04-17 15:16:43,ff sangat bagus buat aku yang SUKA FF 😋
Pengguna Google,5,2025-04-17 15:15:34,yg gk suka nya akun guest hilang
Pengguna Google,5,2025-04-17 15:15:34,game nya burik 8 bit lagi jadi aku reting 5 bintang
Pengguna Google,1,2025-04-17 15:11:27,game nya ga ada pintu
Pengguna Google,5,2025-04-17 15:10:08,ok
Pengguna Google,5,2025-04-17 15:09:34,baguss
Pengguna Google,5,2025-04-17 15:09:03,min kasih akun ku hoki sikit lah min pils min biar aku engrasain hoki kayak orang lain min
Pengguna Google,5,2025-04-17 15:07:46,🤩🤩
Pengguna Google,2,2025-04-17 15:07:43,kebanyakan bug
Pengguna Google,1,2025-04-17 15:07:24,game sinyal sering leg padahal di game lain sinyal tidak ngeleg.kadang ngasih tim yang gajales hadeh game burik kocak
Pengguna Google,1,2025-04-17 15:02:14,"Game gak jelas,sinyal selalu jelek,setiap main pasti aja sinyalnya 999+ gimana mau main nya.gak make data gak pake WiFi sama aja sinyalnya 999+"
Pengguna Google,5,2025-04-17 15:02:06,aku sukaa
Pengguna Google,5,2025-04-17 15:00:39,Mantap
Pengguna Google,5,2025-04-17 14:59:53,😜☺☺
Pengguna Google,1,2025-04-17 14:58:32,game burik
Pengguna Google,5,2025-04-17 14:58:05,bagusssss bangettt jirrr
Pengguna Google,4,2025-04-17 14:56:48,makin kesini makin ngeleg nih game padahal baru beli kuota
Pengguna Google,1,2025-04-17 14:55:10,sekarang event Free fire susah dulu gampang jaman bg kulgar sekarang susah contoh saya kurang satu batu saya mau event ngampang dikit lah garena
Pengguna Google,5,2025-04-17 14:55:07,saya sangat senang
Pengguna Google,5,2025-04-17 14:54:30,baguss
Pengguna Google,1,2025-04-17 14:54:09,game yang di salahgunakan
Pengguna Google,1,2025-04-17 14:53:11,selalu ngebak demage pas main Pepeng Sampek 5 kali kenak kepala GK masuk demange nya tolong lah Garena perbaiki dari dulu kek gitu tolong lah
Pengguna Google,5,2025-04-17 14:50:08,Poko nya seru deh
Pengguna Google,5,2025-04-17 14:50:01,aku suke 🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘
Pengguna Google,1,2025-04-17 14:49:27,game t#i dikasih tim pada gak bisa main bot jaringan nya sering ngeleg padahal wifi nya bagus jadi sering losetrek🦍
Pengguna Google,5,2025-04-17 14:49:00,game nya sangat seru sekali aku suka bisa mabaf buat monton terimakasih jangan lupa give dimond nya 999 oke
Pengguna Google,1,2025-04-17 14:48:28,"tolong perbaikan bug sinyal nya, nge lag atau patah patah saat bermain game"
Pengguna Google,5,2025-04-17 14:46:43,Gem nya bagus banget ada banyak maps
Pengguna Google,2,2025-04-17 14:46:24,saya kecewa sekali sama fire fire sekarang hilang jaringan kita malah kena hukuman turun honor emang siapa yng mau hilang jaringan mohon lh diperbaiki lg udah nge lag di hukum pula garena garena
Pengguna Google,1,2025-04-17 14:43:04,game taik! Bug Sinyal mulu gak jelas banget
Pengguna Google,5,2025-04-17 14:42:35,seru menghibur
Pengguna Google,5,2025-04-17 14:42:15,seru
Pengguna Google,4,2025-04-17 14:41:17,",gamenya gk burik lagi"
